Image-name,"ROI Type 0 Found",X1,Y1,X2,Y2,X3,Y3,X4,Y4,Type,"ROI Type 1 Found",X1,Y1,X2,Y2,X3,Y3,X4,Y4,Type,"ROI Type 2 Found",X1,Y1,X2,Y2,X3,Y3,X4,Y4,Type,"ROI Type 3 Found",X1,Y1,X2,Y2,X3,Y3,X4,Y4,Type,"ROI Type 4 Found",X1,Y1,X2,Y2,X3,Y3,X4,Y4,Type,"ROI Type 5 Found",X1,Y1,X2,Y2,X3,Y3,X4,Y4,Type,"ROI Type 6 Found",X1,Y1,X2,Y2,X3,Y3,X4,Y4,Type
2018081310463431_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,1,0,0,0]",1,1946,1409,2178,1113,2229,1154,1997,1450,"[0,0,0,0,1,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,0,0,1,0]",1,2155,1576,2303,1392,2332,1416,2184,1599,"[0,0,0,0,0,0,1]"
2018081310463732_TO.jpg,1,2241,1498,2253,1793,2202,1795,2190,1500,"[1,0,0,0,0,0,0]",1,2125,1400,2167,2158,2065,2163,2023,1406,"[0,1,0,0,0,0,0]",1,1999,1556,2014,2005,1962,2007,1948,1558,"[0,0,1,0,0,0,0]",1,1885,1414,1950,2572,1804,2581,1739,1422,"[0,0,0,1,0,0,0]",1,1611,1426,1630,1795,1584,1798,1565,1428,"[0,0,0,0,1,0,0]",1,1506,2119,1512,2202,1481,2205,1474,2121,"[0,0,0,0,0,1,0]",1,1512,2241,1518,2341,1484,2343,1477,2243,"[0,0,0,0,0,0,1]"
2018081310464934_TO.jpg,1,2138,2382,2162,2048,2204,2051,2179,2385,"[1,0,0,0,0,0,0]",1,2231,2454,2317,1430,2419,1439,2332,2462,"[0,1,0,0,0,0,0]",1,2372,2367,2406,1982,2460,1987,2426,2372,"[0,0,1,0,0,0,0]",1,2471,2487,2569,1304,2705,1316,2607,2498,"[0,0,0,1,0,0,0]",1,2756,2469,2770,2330,2817,2335,2803,2474,"[0,0,0,0,1,0,0]",1,2941,1818,2953,1719,2990,1724,2978,1823,"[0,0,0,0,0,1,0]",1,2819,1671,2838,1510,2875,1515,2857,1676,"[0,0,0,0,0,0,1]"
2018081310465135_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",1,2327,784,2568,1749,1981,1896,1740,931,"[0,0,0,1,0,0,0]",1,2594,1756,2632,2081,2551,2090,2514,1766,"[0,0,0,0,1,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,0,0,1,0]",1,2308,1784,2327,2014,2290,2017,2271,1787,"[0,0,0,0,0,0,1]"
2018081310465537_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",1,2497,496,2454,798,2279,773,2321,472,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,1,0,0,0]",1,2292,841,2240,1316,2177,1309,2228,834,"[0,0,0,0,1,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,0,0,1,0]",1,2002,818,1980,1059,1938,1055,1961,814,"[0,0,0,0,0,0,1]"
2018081310465738_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",1,2644,900,2557,1216,2388,1169,2475,853,"[0,0,0,1,0,0,0]",1,2314,1475,2217,1798,2151,1778,2248,1456,"[0,0,0,0,1,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,0,0,1,0]",1,2039,1383,1988,1555,1944,1543,1995,1370,"[0,0,0,0,0,0,1]"
2018081310470540_TO.jpg,1,1722,1798,1736,1642,1764,1644,1750,1800,"[1,0,0,0,0,0,0]",1,1863,1878,1897,1515,1949,1520,1915,1883,"[0,1,0,0,0,0,0]",1,2542,1952,2556,1805,2577,1807,2564,1954,"[0,0,1,0,0,0,0]",1,2618,1965,2649,1580,2754,1589,2722,1973,"[0,0,0,1,0,0,0]",1,1979,2610,1988,2482,2025,2485,2017,2613,"[0,0,0,0,1,0,0]",1,2320,1755,2321,1702,2355,1703,2353,1756,"[0,0,0,0,0,1,0]",1,2163,1745,2171,1676,2194,1679,2185,1748,"[0,0,0,0,0,0,1]"
2018081310471142_TO.jpg,1,2622,838,2627,1064,2581,1065,2576,839,"[1,0,0,0,0,0,0]",1,2524,724,2520,1466,2411,1466,2415,723,"[0,1,0,0,0,0,0]",1,2389,830,2389,1061,2333,1061,2333,830,"[0,0,1,0,0,0,0]",1,2282,732,2276,1526,2135,1525,2141,731,"[0,0,0,1,0,0,0]",1,2009,768,2007,904,1960,903,1963,767,"[0,0,0,0,1,0,0]",1,1867,1423,1866,1512,1830,1511,1832,1422,"[0,0,0,0,0,1,0]",1,1859,1578,1858,1705,1830,1705,1831,1577,"[0,0,0,0,0,0,1]"
2018081310471544_TO.jpg,1,3004,1717,3023,1843,2998,1847,2979,1720,"[1,0,0,0,0,0,0]",1,2844,1673,2877,1896,2836,1902,2804,1679,"[0,1,0,0,0,0,0]",1,2213,1733,2224,1853,2195,1856,2184,1736,"[0,0,1,0,0,0,0]",1,2131,1736,2166,2131,2100,2137,2065,1742,"[0,0,0,1,0,0,0]",1,2587,991,2601,1122,2570,1125,2557,994,"[0,0,0,0,1,0,0]",1,2444,1886,2452,1944,2418,1949,2409,1891,"[0,0,0,0,0,1,0]",1,2593,1872,2601,1935,2578,1937,2571,1875,"[0,0,0,0,0,0,1]"
2018081310472605_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",1,2553,2305,2533,1320,3220,1306,3240,2291,"[0,0,0,1,0,0,0]",1,3005,2924,2994,2344,3071,2343,3082,2922,"[0,0,0,0,1,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,0,0,1,0]",1,3289,2926,3289,2704,3331,2704,3331,2926,"[0,0,0,0,0,0,1]"
2018081310474333_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,1,0,0,0]",1,2142,1794,2260,1326,2337,1345,2220,1814,"[0,0,0,0,1,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,0,0,1,0]",1,2418,1862,2448,1737,2487,1747,2457,1872,"[0,0,0,0,0,0,1]"
2018081310475255_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",1,2331,2389,2275,2055,2405,2032,2462,2367,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",1,2557,2262,2429,1457,2829,1394,2957,2199,"[0,0,0,1,0,0,0]",1,2392,1154,2312,641,2390,629,2470,1142,"[0,0,0,0,1,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,0,0,1,0]",1,2671,1135,2629,891,2669,884,2711,1129,"[0,0,0,0,0,0,1]"
2018081310480056_TO.jpg,1,2780,850,2753,1371,2689,1367,2716,847,"[1,0,0,0,0,0,0]",1,2670,741,2630,1486,2520,1480,2560,735,"[0,1,0,0,0,0,0]",1,2530,839,2505,1333,2444,1330,2469,836,"[0,0,1,0,0,0,0]",1,2429,725,2380,1520,2247,1512,2296,717,"[0,0,0,1,0,0,0]",1,2149,755,2127,1083,2064,1079,2085,751,"[0,0,0,0,1,0,0]",1,1981,1387,1976,1486,1934,1484,1939,1385,"[0,0,0,0,0,1,0]",1,1970,1546,1964,1667,1931,1665,1938,1544,"[0,0,0,0,0,0,1]"
2018081310480558_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",1,2935,1277,2995,1882,2451,1936,2392,1331,"[0,0,0,1,0,0,0]",1,2719,2356,2744,2530,2661,2542,2637,2368,"[0,0,0,0,1,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,0,0,1,0]",1,2433,2375,2462,2589,2424,2594,2395,2380,"[0,0,0,0,0,0,1]"
2018081310480960_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",1,3164,2125,2289,2121,2291,1629,3166,1634,"[0,0,0,1,0,0,0]",1,2156,1732,1892,1722,1896,1638,2159,1648,"[0,0,0,0,1,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,0,0,1,0]",1,2175,1449,2000,1442,2002,1400,2176,1406,"[0,0,0,0,0,0,1]"
2018081310481261_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,1,0,0,0]",1,1688,1083,1921,1123,1910,1187,1677,1147,"[0,0,0,0,1,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,0,0,1,0]",1,1643,1354,1882,1389,1876,1425,1638,1389,"[0,0,0,0,0,0,1]"
2018081310481863_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",1,2861,2450,2784,1232,3470,1189,3547,2406,"[0,0,0,1,0,0,0]",1,2313,1715,2300,1415,2379,1412,2392,1712,"[0,0,0,0,1,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,0,0,1,0]",1,2605,1772,2603,1576,2645,1576,2647,1771,"[0,0,0,0,0,0,1]"
2018081310482064_TO.jpg,1,2774,3450,2793,2971,2839,2973,2820,3452,"[1,0,0,0,0,0,0]",1,2866,3534,2898,2729,3006,2733,2974,3538,"[0,1,0,0,0,0,0]",1,2998,3447,3045,2570,3111,2573,3063,3450,"[0,0,1,0,0,0,0]",1,3096,3522,3173,2403,3310,2412,3233,3531,"[0,0,0,1,0,0,0]",1,3342,3472,3395,3018,3490,3029,3437,3484,"[0,0,0,0,1,0,0]",1,3545,2837,3549,2726,3583,2727,3578,2838,"[0,0,0,0,0,1,0]",1,3538,2676,3550,2563,3588,2567,3577,2680,"[0,0,0,0,0,0,1]"
2018081310485370_TO.jpg,1,2818,1705,2818,1861,2789,1861,2789,1705,"[1,0,0,0,0,0,0]",1,2665,1644,2668,1883,2624,1884,2621,1645,"[0,1,0,0,0,0,0]",1,2018,1655,2017,1749,1992,1748,1994,1654,"[0,0,1,0,0,0,0]",1,1935,1649,1937,1882,1853,1883,1851,1650,"[0,0,0,1,0,0,0]",1,2487,959,2487,1041,2457,1041,2457,959,"[0,0,0,0,1,0,0]",1,2245,1821,2247,1877,2216,1878,2215,1822,"[0,0,0,0,0,1,0]",1,2398,1810,2401,1875,2371,1877,2368,1811,"[0,0,0,0,0,0,1]"
2018081310485938_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",1,2469,1208,2356,2027,1657,1930,1770,1111,"[0,0,0,1,0,0,0]",1,2023,2257,2011,2440,1941,2435,1953,2252,"[0,0,0,0,1,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,0,0,1,0]",1,1746,2194,1732,2329,1692,2325,1706,2190,"[0,0,0,0,0,0,1]"
2018081310491073_TO.jpg,1,2835,714,2842,1174,2791,1175,2784,714,"[1,0,0,0,0,0,0]",1,2724,655,2731,1676,2627,1676,2619,656,"[0,1,0,0,0,0,0]",1,2595,751,2592,1243,2525,1243,2527,751,"[0,0,1,0,0,0,0]",1,2483,652,2489,1547,2346,1548,2340,653,"[0,0,0,1,0,0,0]",1,2204,660,2204,1139,2147,1139,2147,660,"[0,0,0,0,1,0,0]",1,2073,1359,2077,1453,2043,1454,2039,1360,"[0,0,0,0,0,1,0]",1,2075,1499,2076,1608,2042,1608,2040,1499,"[0,0,0,0,0,0,1]"
2018081310491474_TO.jpg,1,2408,1032,2445,1378,2386,1384,2350,1038,"[1,0,0,0,0,0,0]",1,2285,845,2343,1607,2240,1615,2181,853,"[0,1,0,0,0,0,0]",1,2173,1052,2211,1593,2147,1598,2110,1056,"[0,0,1,0,0,0,0]",1,2045,853,2110,1778,1970,1788,1905,863,"[0,0,0,1,0,0,0]",1,1779,1001,1803,1354,1744,1358,1719,1005,"[0,0,0,0,1,0,0]",1,1677,1576,1688,1677,1647,1682,1636,1580,"[0,0,0,0,0,1,0]",1,1694,1727,1705,1836,1669,1840,1658,1730,"[0,0,0,0,0,0,1]"
2018081310493079_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",1,2302,2797,2392,1931,2827,1976,2738,2842,"[0,0,0,1,0,0,0]",1,2084,1584,2118,1261,2206,1270,2173,1594,"[0,0,0,0,1,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,0,0,1,0]",1,2363,1660,2379,1534,2419,1539,2404,1665,"[0,0,0,0,0,0,1]"
2018081310493641_TO.jpg,1,2404,603,2409,1164,2360,1164,2354,604,"[1,0,0,0,0,0,0]",1,2293,496,2311,1476,2196,1478,2178,498,"[0,1,0,0,0,0,0]",1,2162,692,2174,1103,2109,1105,2097,694,"[0,0,1,0,0,0,0]",1,2058,501,2056,1515,1920,1515,1922,501,"[0,0,0,1,0,0,0]",1,1787,518,1787,1000,1678,1000,1678,518,"[0,0,0,0,1,0,0]",1,1638,1225,1644,1340,1606,1342,1599,1227,"[0,0,0,0,0,1,0]",1,1649,1383,1659,1506,1627,1509,1616,1386,"[0,0,0,0,0,0,1]"
2018081310494284_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,1,0,0,0]",1,2311,1764,2351,1158,2422,1163,2382,1769,"[0,0,0,0,1,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,0,0,1,0]",1,2589,1795,2597,1560,2632,1561,2624,1796,"[0,0,0,0,0,0,1]"
2018081310495488_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",1,1628,2566,1711,1137,2794,1200,2710,2630,"[0,0,0,1,0,0,0]",1,2505,3036,2572,2491,2657,2501,2590,3046,"[0,0,0,0,1,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,0,0,1,0]",1,2798,3049,2822,2823,2862,2828,2838,3054,"[0,0,0,0,0,0,1]"
2018081310495890_TO.jpg,0,-1,-1,-1,-1,-1,-1,-1,-1,"[1,0,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,1,0,0,0,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,1,0,0,0,0]",1,2521,1379,2617,2289,1974,2357,1877,1447,"[0,0,0,1,0,0,0]",1,2520,2582,2529,2680,2451,2687,2442,2589,"[0,0,0,0,1,0,0]",0,-1,-1,-1,-1,-1,-1,-1,-1,"[0,0,0,0,0,1,0]",1,2235,2594,2246,2714,2212,2717,2202,2597,"[0,0,0,0,0,0,1]"
2018081310500894_TO.jpg,1,2280,1228,2275,1771,2228,1771,2232,1227,"[1,0,0,0,0,0,0]",1,2174,1124,2167,2296,2059,2296,2065,1123,"[0,1,0,0,0,0,0]",1,2037,1257,2037,1612,1977,1612,1977,1257,"[0,0,1,0,0,0,0]",1,1940,1103,1935,2103,1818,2102,1823,1103,"[0,0,0,1,0,0,0]",1,1715,1074,1737,1433,1694,1435,1672,1076,"[0,0,0,0,1,0,0]",1,1641,1748,1630,1864,1598,1861,1609,1745,"[0,0,0,0,0,1,0]",1,1628,1915,1620,2034,1575,2030,1583,1912,"[0,0,0,0,0,0,1]"
2018081310503101_TO.jpg,1,2434,1767,2416,2100,2370,2097,2389,1765,"[1,0,0,0,0,0,0]",1,2332,1693,2301,2353,2195,2348,2226,1688,"[0,1,0,0,0,0,0]",1,2188,1747,2175,2036,2126,2034,2138,1744,"[0,0,1,0,0,0,0]",1,2089,1685,2042,2449,1902,2440,1949,1676,"[0,0,0,1,0,0,0]",1,1801,1669,1779,2102,1693,2098,1716,1664,"[0,0,0,0,1,0,0]",1,1630,2354,1622,2467,1588,2465,1595,2352,"[0,0,0,0,0,1,0]",1,1625,2494,1622,2646,1580,2645,1582,2493,"[0,0,0,0,0,0,1]"
2018081310503502_TO.jpg,1,2272,1185,2135,1562,2079,1542,2217,1165,"[1,0,0,0,0,0,0]",1,2216,989,1926,1815,1829,1781,2119,955,"[0,1,0,0,0,0,0]",1,2035,1075,1866,1553,1818,1536,1988,1058,"[0,0,1,0,0,0,0]",1,1979,904,1635,1871,1493,1820,1838,853,"[0,0,0,1,0,0,0]",1,1708,822,1580,1162,1531,1143,1658,803,"[0,0,0,0,1,0,0]",1,1333,1438,1295,1551,1264,1541,1302,1427,"[0,0,0,0,0,1,0]",1,1288,1583,1238,1731,1198,1718,1249,1569,"[0,0,0,0,0,0,1]"
2018081310505808_TO.jpg,1,2423,2897,2412,2565,2468,2564,2478,2895,"[1,0,0,0,0,0,0]",1,2544,3143,2506,2418,2625,2412,2663,3137,"[0,1,0,0,0,0,0]",1,2686,2967,2659,2565,2709,2562,2737,2964,"[0,0,1,0,0,0,0]",1,2802,3137,2759,2343,2910,2334,2953,3129,"[0,0,0,1,0,0,0]",1,3082,3053,3079,2824,3137,2823,3140,3052,"[0,0,0,0,1,0,0]",1,3193,2447,3187,2325,3225,2323,3231,2445,"[0,0,0,0,0,1,0]",1,3186,2284,3173,2162,3209,2158,3223,2281,"[0,0,0,0,0,0,1]"
2018081310510042_TO.jpg,1,1797,1449,1891,1271,1920,1287,1827,1465,"[1,0,0,0,0,0,0]",1,1893,1571,2002,1366,2052,1393,1943,1598,"[0,1,0,0,0,0,0]",1,2476,1883,2523,1796,2541,1806,2494,1892,"[0,0,1,0,0,0,0]",1,2549,1925,2678,1661,2741,1692,2612,1955,"[0,0,0,1,0,0,0]",1,1721,2253,1998,1750,2041,1774,1765,2276,"[0,0,0,0,1,0,0]",1,2350,1623,2378,1569,2411,1587,2383,1640,"[0,0,0,0,0,1,0]",1,2222,1547,2250,1490,2271,1500,2243,1557,"[0,0,0,0,0,0,1]"
